"Artikul","brend","opisanie",,"ob'em","kolichestwo","tzena"
"FORD",,,,,,
"155D4B","FORD","5W-30 Formula F ","5W-30","1L","12","4.4"
"155D3A","FORD","5W-30 Formula F ","5W-30","5L","4","19.4"
"15152A","FORD","5W- 40 Formula S ","5W-40","1L","12","4.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14E9D1","FORD","5W- 40 Formula S ","5W-40","5L","4","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776308","FORD","Super DOT4 (WSS-M6C57-A2)",,"0,25L",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776311","FORD","Super DOT4 (WSS-M6C57-A2) ",,"1L","12","5.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1384110","FORD","DP-PS ZHidkost' w GUR (M2C204-A2) ",,"1L","12","13.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1490763","FORD","BO-DC 6DCT450 P/SHIFT (WSS-M2C936-A) ",,"1L","12","16.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1547953","FORD","75W FE (WSS-M2C200-D2)",,"1L","12","17.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1790199","FORD","75W-90 BO (WSD-M2C200-C)",,"1L","12","15.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776431","FORD","C-ML5 GUR (WSS-M2C938-A) ",,"1L","12","18.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1336797","FORD","Super Plus Antifriz kontzentrat ",,"1L","12","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BMW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83219407782","BMW","High Power Special","10W-40","1L","12","4.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365933","BMW","TwinPower Turbo LL-04 ","5W-30","1L","12","7.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365929","BMW"," TwinPower Turbo LL-04 ","0W-30","1L","12","8.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365925","BMW"," M TwinPower Turbo LL-01 ","0W-40","1L","12","10.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212405670","BMW"," M TwinPower Turbo LL-01 ","0W-40","55L","1","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365935","BMW"," TwinPower Turbo LL-12 FE ","0W-30","1L","12","9.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365924","BMW","M TwinPower Turbo","10W-60","1L","12","11.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83212365926","BMW","TwinPower Turbo Longlife-14 FE","0W-20","1L","12","9.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83290429576","BMW","Pentosin CHF 11S",,"1L","12","9.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
